,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
7846,NORTH INTERIOR KARNATAKA,1987,Percentage departure,-84.8,-69.8,-92.6,-91.5,-4.1,21.7,-40.4,39.7,-24.1,24.2,131.7,316.6,3.7,-77.0,-38.7,-4.3,62.5
7847,NORTH INTERIOR KARNATAKA,1987,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7848,NORTH INTERIOR KARNATAKA,1988,Actual,1.3,1.6,1.5,38.3,34.5,77.2,170.6,219.5,214.2,16.1,2.0,18.8,795.4,2.9,74.3,681.4,36.9
7849,NORTH INTERIOR KARNATAKA,1988,Percentage departure,-55.8,-47.3,-78.0,60.9,-26.3,-24.3,22.4,84.0,48.6,-83.3,-93.4,191.8,10.4,-51.4,-4.1,35.0,-72.2
7850,NORTH INTERIOR KARNATAKA,1988,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7851,NORTH INTERIOR KARNATAKA,1989,Actual,0.0,0.0,21.6,10.7,28.5,102.0,199.6,64.1,203.3,23.3,8.9,14.1,676.2,0.0,60.8,569.0,46.3
7852,NORTH INTERIOR KARNATAKA,1989,Percentage departure,-100.0,-100.0,215.6,-55.0,-39.1,0.1,43.2,-46.3,41.1,-75.8,-70.1,119.2,-6.2,-100.0,-21.5,12.8,-65.0
7853,NORTH INTERIOR KARNATAKA,1989,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7854,NORTH INTERIOR KARNATAKA,1990,Actual,4.8,0.0,0.1,7.8,127.3,129.7,96.2,170.0,64.2,95.6,23.3,0.0,719.0,4.8,135.1,460.1,119.0
7855,NORTH INTERIOR KARNATAKA,1990,Percentage departure,69.5,-100.0,-99.0,-67.3,171.5,27.3,-31.0,42.5,-55.5,-0.8,-21.6,,-0.2,-18.6,74.4,-8.8,-10.3
7856,NORTH INTERIOR KARNATAKA,1990,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7857,NORTH INTERIOR KARNATAKA,1991,Actual,0.2,0.0,1.3,47.3,59.8,235.7,155.6,94.0,67.6,49.6,8.9,0.0,720.0,0.2,108.4,552.9,58.5
7858,NORTH INTERIOR KARNATAKA,1991,Percentage departure,-92.4,-100.0,-81.1,99.0,27.6,131.2,11.6,-21.2,-53.1,-48.6,-70.0,-100.0,-0.1,-96.3,39.9,9.5,-55.9
7859,NORTH INTERIOR KARNATAKA,1991,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7860,NORTH INTERIOR KARNATAKA,1992,Actual,0.0,0.0,0.0,12.7,48.1,108.0,100.0,121.0,85.1,68.0,125.4,0.0,668.3,0.0,60.9,414.1,193.3
7861,NORTH INTERIOR KARNATAKA,1992,Percentage departure,-100.0,-99.7,-99.6,-46.5,2.7,5.9,-28.2,1.4,-40.9,-29.5,321.4,-100.0,-7.3,-99.8,-21.4,-17.9,45.8
7862,NORTH INTERIOR KARNATAKA,1992,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7863,NORTH INTERIOR KARNATAKA,1993,Actual,0.0,0.1,6.5,11.4,37.6,69.3,134.9,128.1,94.8,201.9,10.8,36.4,731.8,0.1,55.5,427.1,249.1
7864,NORTH INTERIOR KARNATAKA,1993,Percentage departure,-100.0,-98.2,-4.8,-52.1,-19.8,-32.0,-3.2,7.4,-34.2,109.5,-63.7,465.3,1.5,-99.1,-28.4,-15.4,87.9
7865,NORTH INTERIOR KARNATAKA,1993,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7866,NORTH INTERIOR KARNATAKA,1994,Actual,4.2,0.3,0.2,35.3,16.8,101.8,146.0,95.9,38.1,200.3,4.2,0.0,643.0,4.5,52.3,381.7,204.5
7867,NORTH INTERIOR KARNATAKA,1994,Percentage departure,47.1,-90.3,-96.8,48.5,-64.2,-0.2,4.7,-19.7,-73.5,107.8,-86.0,-100.0,-10.8,-24.3,-32.5,-24.4,54.3
7868,NORTH INTERIOR KARNATAKA,1994,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7869,NORTH INTERIOR KARNATAKA,1995,Actual,28.3,0.1,5.4,11.8,33.1,75.5,140.9,95.9,104.3,148.9,18.2,0.0,662.3,28.4,50.3,416.5,167.1
7870,NORTH INTERIOR KARNATAKA,1995,Percentage departure,892.1,-96.4,-21.0,-50.6,-29.3,-26.0,1.1,-19.7,-27.6,54.5,-38.7,-100.0,-8.1,378.6,-35.1,-17.5,26.1
7871,NORTH INTERIOR KARNATAKA,1995,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7872,NORTH INTERIOR KARNATAKA,1996,Actual,0.0,0.0,0.5,20.5,25.1,138.5,98.2,165.2,199.5,154.2,7.5,2.6,811.8,0.0,46.1,601.4,164.3
7873,NORTH INTERIOR KARNATAKA,1996,Percentage departure,-100.0,-99.5,-92.1,-13.9,-46.5,35.9,-29.5,38.5,38.4,60.0,-74.9,-59.6,12.6,-99.7,-40.5,19.2,23.9
7874,NORTH INTERIOR KARNATAKA,1996,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7875,NORTH INTERIOR KARNATAKA,1997,Actual,4.3,0.0,14.8,22.6,17.5,213.0,272.8,290.1,76.9,85.3,64.6,33.8,1095.6,4.3,54.9,852.7,183.7
7876,NORTH INTERIOR KARNATAKA,1997,Percentage departure,50.2,-100.0,116.0,-4.8,-62.6,108.9,95.7,143.2,-46.7,-11.5,117.1,424.4,52.0,-27.8,-29.1,69.0,38.6
7877,NORTH INTERIOR KARNATAKA,1997,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7878,NORTH INTERIOR KARNATAKA,1998,Actual,0.0,0.0,0.4,6.1,32.7,107.8,140.4,155.4,223.1,172.7,13.9,0.1,852.5,0.0,39.2,626.7,186.6
7879,NORTH INTERIOR KARNATAKA,1998,Percentage departure,-100.0,-99.6,-94.3,-74.5,-30.2,5.7,0.7,30.3,54.8,79.1,-53.4,-98.4,18.3,-99.8,-49.4,24.2,40.8
7880,NORTH INTERIOR KARNATAKA,1998,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7881,NORTH INTERIOR KARNATAKA,1999,Actual,0.0,3.4,0.6,3.9,89.0,93.2,130.5,89.5,97.5,152.9,0.3,0.0,660.8,3.4,93.5,410.7,153.2
7882,NORTH INTERIOR KARNATAKA,1999,Percentage departure,-100.0,9.6,-91.6,-83.7,89.9,-8.6,-6.3,-25.0,-32.3,58.7,-99.0,-100.0,-8.3,-43.0,20.6,-18.6,15.6
7883,NORTH INTERIOR KARNATAKA,1999,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7884,NORTH INTERIOR KARNATAKA,2000,Actual,0.4,2.6,0.1,8.4,49.0,107.5,127.1,164.6,134.4,115.1,2.8,0.5,712.4,3.0,57.4,533.6,118.3
7885,NORTH INTERIOR KARNATAKA,2000,Percentage departure,-84.3,-17.3,-99.0,-64.7,4.5,5.4,-8.8,38.0,-6.7,19.4,-90.6,-93.0,-1.2,-49.5,-25.9,5.7,-10.7
7886,NORTH INTERIOR KARNATAKA,2000,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7887,NORTH INTERIOR KARNATAKA,2001,Actual,2.1,0.0,0.1,22.1,13.3,60.9,62.1,108.8,187.1,137.5,2.5,1.4,598.0,2.1,35.5,418.9,141.4
7888,NORTH INTERIOR KARNATAKA,2001,Percentage departure,-24.7,-100.0,-98.5,-7.1,-71.6,-40.3,-55.4,-8.8,29.9,42.7,-91.6,-78.5,-17.0,-63.8,-54.2,-17.0,6.7
7889,NORTH INTERIOR KARNATAKA,2001,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7890,NORTH INTERIOR KARNATAKA,2002,Actual,3.8,7.9,0.3,14.7,40.6,108.2,54.7,118.2,52.2,126.4,3.4,0.0,530.5,11.7,55.6,333.4,129.9
7891,NORTH INTERIOR KARNATAKA,2002,Percentage departure,33.1,155.7,-95.3,-38.3,-13.4,6.1,-60.7,-0.9,-63.7,31.2,-88.5,-100.0,-26.4,96.8,-28.3,-33.9,-2.0
7892,NORTH INTERIOR KARNATAKA,2002,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7893,NORTH INTERIOR KARNATAKA,2003,Actual,0.3,1.5,15.2,24.9,3.5,66.9,94.4,104.0,64.3,92.1,4.2,2.2,473.5,1.8,43.6,329.7,98.4
7894,NORTH INTERIOR KARNATAKA,2003,Percentage departure,-89.3,-52.4,121.9,4.9,-92.5,-34.4,-32.3,-12.8,-55.4,-4.5,-85.8,-66.2,-34.3,-70.1,-43.7,-34.7,-25.7
7895,NORTH INTERIOR KARNATAKA,2003,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7896,NORTH INTERIOR KARNATAKA,2004,Actual,2.6,2.7,1.6,29.9,93.8,106.1,111.7,92.8,134.6,61.6,4.3,0.2,641.9,5.3,125.3,445.2,66.1
7897,NORTH INTERIOR KARNATAKA,2004,Percentage departure,-9.6,-11.4,-76.4,25.8,100.0,4.1,-19.9,-22.2,-6.6,-36.1,-85.4,-97.6,-10.9,-10.5,61.7,-11.8,-50.2
7898,NORTH INTERIOR KARNATAKA,2004,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,,,,,
7899,NORTH INTERIOR KARNATAKA,2005,Actual,5.8,0.8,5.5,52.5,34.5,98.7,219.4,123.3,159.7,102.3,5.0,0.1,807.5,6.6,92.6,601.0,107.4
7900,NORTH INTERIOR KARNATAKA,2005,Percentage departure,101.6,-72.8,-19.0,120.8,-26.4,-3.2,57.4,3.4,10.8,6.1,-83.1,-98.8,12.1,11.0,19.4,19.1,-19.0
7901,NORTH INTERIOR KARNATAKA,2005,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7902,NORTH INTERIOR KARNATAKA,2006,Actual,0.0,0.0,16.8,12.1,79.0,130.2,113.9,89.1,136.8,43.6,29.0,0.0,650.6,0.0,107.9,470.0,72.6
7903,NORTH INTERIOR KARNATAKA,2006,Percentage departure,-100.0,-100.0,145.9,-49.3,68.6,27.7,-18.3,-25.3,-5.0,-54.8,-2.4,-100.0,-9.7,-100.0,39.3,-6.9,-45.2
7904,NORTH INTERIOR KARNATAKA,2006,No. of districts,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7905,NORTH INTERIOR KARNATAKA,2007,Actual,11.7,6.8,7.7,27.0,38.9,215.5,117.2,143.4,205.4,40.5,13.5,9.2,836.9,18.5,73.7,681.5,63.2
7906,NORTH INTERIOR KARNATAKA,2007,Percentage departure,311.6,119.0,12.7,13.6,-16.9,111.4,-15.9,20.2,42.5,-58.0,-54.6,42.9,16.1,211.5,-4.9,35.0,-52.3
7907,NORTH INTERIOR KARNATAKA,2007,No. of districts,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,,,,,
7908,NORTH INTERIOR KARNATAKA,2008,Actual,0.4,9.2,109.2,22.8,29.2,71.6,80.6,147.7,152.5,54.1,29.8,5.3,712.4,9.6,161.3,452.3,89.2
7909,NORTH INTERIOR KARNATAKA,2008,Percentage departure,-85.8,198.2,1497.3,-3.9,-37.7,-29.8,-42.2,23.8,5.9,-43.9,0.3,-18.5,-1.2,61.7,108.1,-10.4,-32.8
7910,NORTH INTERIOR KARNATAKA,2008,No. of districts,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7911,NORTH INTERIOR KARNATAKA,2009,Actual,0.3,0.0,9.9,17.4,63.1,112.0,134.9,135.4,215.6,168.6,42.3,13.9,913.5,0.3,90.4,597.9,224.9
7912,NORTH INTERIOR KARNATAKA,2009,Percentage departure,-89.6,-100.0,45.4,-26.9,34.6,9.9,-3.2,13.5,49.6,75.0,42.4,115.8,26.8,-95.0,16.7,18.5,69.6
7913,NORTH INTERIOR KARNATAKA,2009,No. of districts,10.0,10.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,,,,,
7914,NORTH INTERIOR KARNATAKA,2010,Actual,9.6,2.5,0.5,15.5,39.5,110.1,193.5,207.5,119.2,82.1,71.9,1.2,853.2,12.1,55.6,630.4,155.2
7915,NORTH INTERIOR KARNATAKA,2010,Percentage departure,235.7,-18.1,-92.5,-34.7,-15.7,8.0,38.9,74.0,-17.3,-14.8,141.7,-82.1,18.4,103.9,-28.3,24.9,17.0
7916,NORTH INTERIOR KARNATAKA,2010,No. of districts,11.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7917,NORTH INTERIOR KARNATAKA,2011,Actual,0.5,7.2,7.2,41.2,46.8,101.3,150.8,152.0,69.0,73.4,5.7,0.0,655.2,7.7,95.2,473.1,79.2
7918,NORTH INTERIOR KARNATAKA,2011,Percentage departure,-81.6,133.0,5.1,73.3,-0.2,-0.7,8.2,27.4,-52.1,-23.8,-80.7,-99.6,-9.1,29.9,22.8,-6.3,-40.3
7919,NORTH INTERIOR KARNATAKA,2011,No. of districts,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,9.0,,,,,
7920,NORTH INTERIOR KARNATAKA,2012,Actual,28.5,6.2,0.4,35.4,19.5,60.0,114.5,105.5,79.2,85.2,46.5,2.9,583.8,34.7,55.3,359.3,134.5
7921,NORTH INTERIOR KARNATAKA,2012,Percentage departure,898.3,101.3,-94.7,49.0,-58.3,-41.1,-17.8,-11.6,-45.0,-11.7,56.4,-55.4,-19.0,484.2,-28.6,-28.8,1.5
7922,NORTH INTERIOR KARNATAKA,2012,No. of districts,4.0,5.0,3.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,,,,,
7923,NORTH INTERIOR KARNATAKA,2013,Actual,1.2,6.1,3.0,25.4,47.4,99.4,160.7,73.9,201.0,101.0,4.2,0.1,723.2,7.3,75.7,534.9,105.2
7924,NORTH INTERIOR KARNATAKA,2013,Percentage departure,-58.0,98.0,-56.5,6.8,1.0,-2.5,15.3,-38.1,39.5,4.8,-86.0,-99.0,0.3,23.1,-2.3,6.0,-20.6
7925,NORTH INTERIOR KARNATAKA,2013,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7926,NORTH INTERIOR KARNATAKA,2014,Actual,0.0,6.1,29.2,26.4,93.0,50.4,136.8,205.2,90.2,80.3,25.0,14.1,756.8,6.1,148.7,482.5,119.5
7927,NORTH INTERIOR KARNATAKA,2014,Percentage departure,-100.0,98.9,327.6,11.2,98.4,-50.6,-1.9,72.0,-37.4,-16.7,-15.8,118.8,5.0,3.3,91.8,-4.4,-9.9
7928,NORTH INTERIOR KARNATAKA,2014,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7929,NORTH INTERIOR KARNATAKA,2015,Actual,2.4,0.0,27.5,50.8,45.3,89.6,38.5,78.4,150.8,61.2,5.7,1.7,551.9,2.4,123.6,357.2,68.6
7930,NORTH INTERIOR KARNATAKA,2015,Percentage departure,-16.3,-100.0,302.8,113.5,-3.3,-12.1,-72.4,-34.3,4.6,-36.5,-81.0,-72.9,-23.4,-59.8,59.6,-29.2,-48.3
7931,NORTH INTERIOR KARNATAKA,2015,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
7932,ORISSA,1901-2015,Mean,12.2,20.2,21.7,33.7,65.1,211.5,351.7,356.3,239.9,113.2,28.5,5.6,1459.6,32.4,120.5,1159.4,147.3
7933,ORISSA,1901-2015,Standard deviation,15.5,22.6,22.5,23.3,40.2,78.1,87.2,81.9,68.2,71.8,37.3,11.5,188.6,27.4,52.6,154.7,81.9
7934,ORISSA,1901-2015,Coefficient of variation,126.6,111.9,103.8,69.0,61.7,36.9,24.8,23.0,28.4,63.4,130.9,206.2,12.9,84.6,43.7,13.3,55.6
7935,ORISSA,1901,Actual,39.5,65.1,16.1,51.6,79.0,78.2,288.4,307.7,185.3,76.6,96.7,0.0,1284.2,104.6,146.7,859.6,173.3
7936,ORISSA,1901,Percentage departure,222.8,222.9,-25.6,53.2,21.4,-63.0,-18.0,-13.6,-22.8,-32.3,239.5,-100.0,-12.0,222.9,21.8,-25.9,17.6
7937,ORISSA,1901,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,
7938,ORISSA,1902,Actual,3.4,0.2,14.2,101.1,56.7,108.3,437.4,349.1,202.7,33.2,13.0,29.6,1349.0,3.5,172.1,1097.6,75.8
7939,ORISSA,1902,Percentage departure,-72.5,-99.1,-34.5,200.4,-12.9,-48.8,24.4,-2.0,-15.5,-70.7,-54.3,424.9,-7.6,-89.1,42.8,-5.3,-48.5
7940,ORISSA,1902,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,23.0,,,,,
7941,ORISSA,1903,Actual,19.7,18.9,10.5,34.6,73.3,154.3,410.4,295.2,265.6,228.5,46.2,11.0,1568.3,38.6,118.5,1125.5,285.7
7942,ORISSA,1903,Percentage departure,61.0,-6.2,-51.5,2.8,12.6,-27.0,16.7,-17.1,10.7,101.9,62.1,94.7,7.4,19.2,-1.7,-2.9,93.9
7943,ORISSA,1903,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,,,,,
7944,ORISSA,1904,Actual,0.2,12.2,20.6,10.1,100.2,342.9,336.7,350.4,227.8,111.8,0.0,1.9,1514.8,12.4,130.9,1257.8,113.7
7945,ORISSA,1904,Percentage departure,-98.6,-39.6,-5.1,-70.0,53.8,62.1,-4.3,-1.6,-5.1,-1.2,-100.0,-66.2,3.8,-61.9,8.6,8.5,-22.8
7946,ORISSA,1904,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,
7947,ORISSA,1905,Actual,24.3,17.2,66.3,56.9,107.5,92.0,330.1,281.4,344.1,36.4,0.7,0.4,1357.3,41.5,230.7,1047.6,37.5
7948,ORISSA,1905,Percentage departure,99.1,-15.0,205.5,69.2,65.1,-56.5,-6.1,-21.0,43.4,-67.9,-97.6,-92.1,-7.0,28.1,91.5,-9.6,-74.5
7949,ORISSA,1905,No. of districts,23.0,23.0,23.0,23.0,24.0,24.0,23.0,23.0,24.0,23.0,23.0,23.0,,,,,
7950,ORISSA,1906,Actual,19.8,88.3,40.9,5.0,46.3,219.0,348.8,261.8,251.7,86.2,13.0,27.4,1408.2,108.1,92.2,1081.3,126.7
7951,ORISSA,1906,Percentage departure,62.0,337.5,88.3,-85.0,-28.8,3.6,-0.8,-26.5,4.9,-23.9,-54.2,386.4,-3.5,233.5,-23.4,-6.7,-14.0
7952,ORISSA,1906,No. of districts,25.0,25.0,26.0,26.0,25.0,26.0,25.0,26.0,25.0,25.0,26.0,25.0,,,,,
7953,ORISSA,1907,Actual,0.1,16.9,57.4,105.1,39.8,226.3,203.9,531.8,204.8,15.9,14.0,31.2,1447.1,17.0,202.3,1166.8,61.1
7954,ORISSA,1907,Percentage departure,-99.3,-16.1,164.6,212.1,-38.8,7.0,-42.0,49.3,-14.7,-86.0,-50.8,452.7,-0.9,-47.5,67.9,0.6,-58.5
7955,ORISSA,1907,No. of districts,25.0,25.0,26.0,25.0,25.0,26.0,24.0,26.0,26.0,26.0,25.0,26.0,,,,,
7956,ORISSA,1908,Actual,36.2,0.6,12.2,9.9,59.3,218.7,327.2,507.3,213.9,45.3,0.0,0.0,1430.6,36.8,81.4,1267.1,45.3
7957,ORISSA,1908,Percentage departure,196.0,-96.8,-43.8,-70.6,-9.0,3.4,-7.0,42.4,-10.9,-60.0,-100.0,-100.0,-2.0,13.7,-32.5,9.3,-69.2
7958,ORISSA,1908,No. of districts,26.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,
7959,ORISSA,1909,Actual,5.7,11.9,4.8,148.4,53.1,288.2,452.7,234.3,234.0,42.3,1.8,58.1,1535.5,17.7,206.3,1209.2,102.2
7960,ORISSA,1909,Percentage departure,-53.2,-40.8,-77.7,340.8,-18.5,36.2,28.7,-34.2,-2.5,-62.6,-93.7,930.8,5.2,-45.5,71.3,4.3,-30.6
7961,ORISSA,1909,No. of districts,26.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,23.0,26.0,25.0,,,,,
7962,ORISSA,1910,Actual,10.6,0.6,2.1,52.7,60.6,258.8,381.8,368.7,237.9,216.2,8.5,0.0,1598.5,11.2,115.5,1247.1,224.7
7963,ORISSA,1910,Percentage departure,-13.0,-97.2,-90.3,56.7,-6.9,22.4,8.5,3.5,-0.9,91.0,-70.3,-100.0,9.5,-65.4,-4.1,7.6,52.5
7964,ORISSA,1910,No. of districts,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,24.0,26.0,26.0,,,,,
7965,ORISSA,1911,Actual,0.0,2.7,26.2,18.6,56.6,351.6,172.2,406.2,270.0,92.3,15.0,5.9,1417.3,2.7,101.4,1200.0,113.2
7966,ORISSA,1911,Percentage departure,-100.0,-86.6,21.0,-44.8,-13.1,66.2,-51.0,14.0,12.5,-18.4,-47.3,4.2,-2.9,-91.6,-15.8,3.5,-23.2
7967,ORISSA,1911,No. of districts,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,29.0,29.0,29.0,,,,,
7968,ORISSA,1912,Actual,1.0,62.5,10.4,49.3,39.6,113.0,388.4,405.6,216.4,64.5,46.5,0.0,1397.2,63.5,99.3,1123.4,111.0
7969,ORISSA,1912,Percentage departure,-91.9,209.9,-52.1,46.5,-39.2,-46.6,10.4,13.8,-9.8,-43.0,63.3,-100.0,-4.3,96.0,-17.6,-3.1,-24.6
7970,ORISSA,1912,No. of districts,29.0,28.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,
7971,ORISSA,1913,Actual,1.2,56.3,9.6,12.3,87.1,230.0,448.0,356.4,166.3,149.7,25.7,1.7,1544.3,57.5,108.9,1200.7,177.1
7972,ORISSA,1913,Percentage departure,-90.0,179.1,-55.9,-63.4,33.7,8.8,27.4,0.0,-30.7,32.2,-9.8,-69.4,5.8,77.6,-9.6,3.6,20.2
7973,ORISSA,1913,No. of districts,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,
7974,ORISSA,1914,Actual,0.0,20.2,12.7,64.6,175.0,255.8,397.7,309.7,342.2,12.9,1.0,6.8,1598.5,20.2,252.3,1305.3,20.7
7975,ORISSA,1914,Percentage departure,,0.2,-41.5,91.8,168.7,20.9,13.1,-13.1,42.6,-88.6,-96.6,20.1,9.5,-37.6,109.4,12.6,-86.0
7976,ORISSA,1914,No. of districts,27.0,28.0,28.0,27.0,27.0,28.0,28.0,27.0,28.0,28.0,28.0,28.0,,,,,
7977,ORISSA,1915,Actual,15.4,21.4,37.3,25.2,74.5,165.1,239.4,313.0,270.8,149.2,125.6,0.0,1437.1,36.9,137.1,988.3,274.8
7978,ORISSA,1915,Percentage departure,26.2,6.2,71.7,-25.0,14.5,-21.9,-31.9,-12.1,12.9,31.9,340.7,-100.0,-1.5,13.8,13.8,-14.8,86.6
7979,ORISSA,1915,No. of districts,29.0,28.0,28.0,28.0,28.0,29.0,29.0,28.0,29.0,29.0,29.0,28.0,,,,,
7980,ORISSA,1916,Actual,0.0,4.9,0.8,33.8,45.5,339.6,250.7,334.7,197.6,216.1,55.8,0.0,1479.4,5.0,80.1,1122.5,271.9
7981,ORISSA,1916,Percentage departure,-99.7,-75.5,-96.2,0.3,-30.1,60.5,-28.7,-6.0,-17.7,90.9,95.8,-100.0,1.4,-84.6,-33.5,-3.2,84.6
7982,ORISSA,1916,No. of districts,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,
7983,ORISSA,1917,Actual,0.0,68.5,24.0,26.0,95.1,336.3,319.0,319.4,280.6,364.4,16.4,0.3,1850.1,68.5,145.2,1255.4,381.1
7984,ORISSA,1917,Percentage departure,-99.7,239.3,10.7,-22.8,46.1,59.0,-9.3,-10.4,17.0,222.0,-42.6,-94.5,26.8,111.4,20.5,8.3,158.7
7985,ORISSA,1917,No. of districts,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,29.0,,,,,
7986,ORISSA,1918,Actual,10.8,0.3,19.3,28.5,127.7,363.3,216.5,324.8,190.1,7.5,5.1,3.6,1297.4,11.1,175.5,1094.7,16.1
7987,ORISSA,1918,Percentage departure,-12.0,-98.4,-11.0,-15.3,96.1,71.8,-38.5,-8.8,-20.8,-93.4,-82.2,-36.5,-11.1,-65.8,45.7,-5.6,-89.0
7988,ORISSA,1918,No. of districts,29.0,29.0,29.0,28.0,28.0,29.0,29.0,29.0,29.0,28.0,28.0,26.0,,,,,
7989,ORISSA,1919,Actual,59.8,56.6,29.5,30.2,72.0,332.3,354.7,492.2,138.3,89.8,99.7,2.8,1758.1,116.4,131.7,1317.6,192.4
7990,ORISSA,1919,Percentage departure,389.1,180.4,35.9,-10.2,10.6,57.1,0.9,38.2,-42.3,-20.6,250.0,-50.2,20.4,259.1,9.4,13.6,30.6
7991,ORISSA,1919,No. of districts,29.0,29.0,29.0,28.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,28.0,,,,,
7992,ORISSA,1920,Actual,3.3,18.2,50.7,26.9,51.2,173.2,561.4,303.9,167.2,44.9,1.6,0.0,1402.6,21.5,128.8,1205.8,46.5
7993,ORISSA,1920,Percentage departure,-72.6,-10.0,133.7,-20.0,-21.4,-18.1,59.6,-14.7,-30.3,-60.3,-94.4,-100.0,-3.9,-33.6,6.9,4.0,-68.4
7994,ORISSA,1920,No. of districts,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,30.0,29.0,29.0,,,,,
7995,ORISSA,1921,Actual,48.7,1.1,1.7,26.4,19.5,210.2,321.9,289.1,338.2,62.9,4.4,0.0,1324.0,49.7,47.7,1159.4,67.2
7996,ORISSA,1921,Percentage departure,298.1,-94.7,-92.0,-21.4,-70.1,-0.6,-8.5,-18.8,40.9,-44.5,-84.7,-100.0,-9.3,53.5,-60.4,0.0,-54.4
7997,ORISSA,1921,No. of districts,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,
